object_id,article_id,image_display_template,image_parent_id,image_file,image_object_location
CornwallChronicle1879_Original,CornwallChronicle1879,compound_object,,CornwallChronicle1879_DigSur_1.png,objects/CornwallChronicle1879/CornwallChronicle1879_DigSur_1.png
CornwallChronicle1879_img1,CornwallChronicle1879,image,CornwallChronicle1879_Original,CornwallChronicle1879_DigSur_1.png,objects/CornwallChronicle1879/CornwallChronicle1879_DigSur_1.png
CornwallChronicle1879_img2,CornwallChronicle1879,image,CornwallChronicle1879_Original,CornwallChronicle1879_DigSur_2.png,objects/CornwallChronicle1879/CornwallChronicle1879_DigSur_2.png
CornwallChronicle1879_img3,CornwallChronicle1879,image,CornwallChronicle1879_Original,CornwallChronicle1879_DigSur_3.png,objects/CornwallChronicle1879/CornwallChronicle1879_DigSur_3.png
CornwallChronicle1879_img4,CornwallChronicle1879,image,CornwallChronicle1879_Original,CornwallChronicle1879_DigSur_4.png,objects/CornwallChronicle1879/CornwallChronicle1879_DigSur_4.png
CornwallChronicle1879_img5,CornwallChronicle1879,image,CornwallChronicle1879_Original,CornwallChronicle1879_DigSur_5.png,objects/CornwallChronicle1879/CornwallChronicle1879_DigSur_5.png
CorsicanaDailySun1921_Original,CorsicanaDailySun1921,compound_object,,CorsicanaDailySun1921_DigSur_1.png,objects/CorsicanaDailySun1921/CorsicanaDailySun1921_DigSur_1.png
CorsicanaDailySun1921_img1,CorsicanaDailySun1921,image,CorsicanaDailySun1921_Original,CorsicanaDailySun1921_DigSur_1.png,objects/CorsicanaDailySun1921/CorsicanaDailySun1921_DigSur_1.png
CorsicanaDailySun1921_img2,CorsicanaDailySun1921,image,CorsicanaDailySun1921_Original,CorsicanaDailySun1921_DigSur_2.png,objects/CorsicanaDailySun1921/CorsicanaDailySun1921_DigSur_2.png
CorsicanaDailySun1921_img3,CorsicanaDailySun1921,image,CorsicanaDailySun1921_Original,CorsicanaDailySun1921_DigSur_3.png,objects/CorsicanaDailySun1921/CorsicanaDailySun1921_DigSur_3.png
CorsicanaDailySun1921_img4,CorsicanaDailySun1921,image,CorsicanaDailySun1921_Original,CorsicanaDailySun1921_DigSur_4.png,objects/CorsicanaDailySun1921/CorsicanaDailySun1921_DigSur_4.png
CortlandNews1885_Original,CortlandNews1885,compound_object,,CortlandNews1885_DigSur_1.png,objects/CortlandNews1885/CortlandNews1885_DigSur_1.png
CortlandNews1885_img1,CortlandNews1885,image,CortlandNews1885_Original,CortlandNews1885_DigSur_1.png,objects/CortlandNews1885/CortlandNews1885_DigSur_1.png
CortlandNews1885_img2,CortlandNews1885,image,CortlandNews1885_Original,CortlandNews1885_DigSur_2.png,objects/CortlandNews1885/CortlandNews1885_DigSur_2.png
CortlandNews1885_img3,CortlandNews1885,image,CortlandNews1885_Original,CortlandNews1885_DigSur_3.png,objects/CortlandNews1885/CortlandNews1885_DigSur_3.png
CortlandNews1885_img4,CortlandNews1885,image,CortlandNews1885_Original,CortlandNews1885_DigSur_4.png,objects/CortlandNews1885/CortlandNews1885_DigSur_4.png
CortlandNews1885_img5,CortlandNews1885,image,CortlandNews1885_Original,CortlandNews1885_DigSur_5.png,objects/CortlandNews1885/CortlandNews1885_DigSur_5.png
CortlandNews1885_img6,CortlandNews1885,image,CortlandNews1885_Original,CortlandNews1885_DigSur_6.png,objects/CortlandNews1885/CortlandNews1885_DigSur_6.png
CortlandNews1885_img7,CortlandNews1885,image,CortlandNews1885_Original,CortlandNews1885_DigSur_7.png,objects/CortlandNews1885/CortlandNews1885_DigSur_7.png
CortlandNews1885_img8,CortlandNews1885,image,CortlandNews1885_Original,CortlandNews1885_DigSur_8.png,objects/CortlandNews1885/CortlandNews1885_DigSur_8.png
CortlandNews1885_img9,CortlandNews1885,image,CortlandNews1885_Original,CortlandNews1885_DigSur_9.png,objects/CortlandNews1885/CortlandNews1885_DigSur_9.png
CortlandStandard1926_Original,CortlandStandard1926,compound_object,,CortlandStandard1926_DigSur_1.png,objects/CortlandStandard1926/CortlandStandard1926_DigSur_1.png
CortlandStandard1926_img1,CortlandStandard1926,image,CortlandStandard1926_Original,CortlandStandard1926_DigSur_1.png,objects/CortlandStandard1926/CortlandStandard1926_DigSur_1.png
CortlandStandard1926_img2,CortlandStandard1926,image,CortlandStandard1926_Original,CortlandStandard1926_DigSur_2.png,objects/CortlandStandard1926/CortlandStandard1926_DigSur_2.png
CortlandStandard1926_img3,CortlandStandard1926,image,CortlandStandard1926_Original,CortlandStandard1926_DigSur_3.png,objects/CortlandStandard1926/CortlandStandard1926_DigSur_3.png
Cronin1944_Original,Cronin1944,compound_object,,Cronin1944_DigSur_1.png,objects/Cronin1944/Cronin1944_DigSur_1.png
Cronin1944_img1,Cronin1944,image,Cronin1944_Original,Cronin1944_DigSur_1.png,objects/Cronin1944/Cronin1944_DigSur_1.png
Cronin1944_img2,Cronin1944,image,Cronin1944_Original,Cronin1944_DigSur_2.png,objects/Cronin1944/Cronin1944_DigSur_2.png
Cronin1944_img3,Cronin1944,image,Cronin1944_Original,Cronin1944_DigSur_3.png,objects/Cronin1944/Cronin1944_DigSur_3.png
Cronin1944_img4,Cronin1944,image,Cronin1944_Original,Cronin1944_DigSur_4.png,objects/Cronin1944/Cronin1944_DigSur_4.png
Cronin1944_img5,Cronin1944,image,Cronin1944_Original,Cronin1944_DigSur_5.png,objects/Cronin1944/Cronin1944_DigSur_5.png
Cronin1944_img6,Cronin1944,image,Cronin1944_Original,Cronin1944_DigSur_6.png,objects/Cronin1944/Cronin1944_DigSur_6.png
Cronin1944_img7,Cronin1944,image,Cronin1944_Original,Cronin1944_DigSur_7.png,objects/Cronin1944/Cronin1944_DigSur_7.png
Cronin1944_img8,Cronin1944,image,Cronin1944_Original,Cronin1944_DigSur_8.png,objects/Cronin1944/Cronin1944_DigSur_8.png
CurrentLiterature1892_Original,CurrentLiterature1892,compound_object,,CurrentLiterature1892_DigSur_1.png,objects/CurrentLiterature1892/CurrentLiterature1892_DigSur_1.png
CurrentLiterature1892_img1,CurrentLiterature1892,image,CurrentLiterature1892_Original,CurrentLiterature1892_DigSur_1.png,objects/CurrentLiterature1892/CurrentLiterature1892_DigSur_1.png
CurrentLiterature1892_img2,CurrentLiterature1892,image,CurrentLiterature1892_Original,CurrentLiterature1892_DigSur_2.png,objects/CurrentLiterature1892/CurrentLiterature1892_DigSur_2.png
CurrentLiterature1892_img3,CurrentLiterature1892,image,CurrentLiterature1892_Original,CurrentLiterature1892_DigSur_3.png,objects/CurrentLiterature1892/CurrentLiterature1892_DigSur_3.png
CurrentLiterature1892_img4,CurrentLiterature1892,image,CurrentLiterature1892_Original,CurrentLiterature1892_DigSur_4.png,objects/CurrentLiterature1892/CurrentLiterature1892_DigSur_4.png
CurrentLiterature1892_img5,CurrentLiterature1892,image,CurrentLiterature1892_Original,CurrentLiterature1892_DigSur_5.png,objects/CurrentLiterature1892/CurrentLiterature1892_DigSur_5.png
Daily1989_Original,Daily1989,compound_object,,Daily1989_DigSur_1.png,objects/Daily1989/Daily1989_DigSur_1.png
Daily1989_img1,Daily1989,image,Daily1989_Original,Daily1989_DigSur_1.png,objects/Daily1989/Daily1989_DigSur_1.png
Daily1989_img2,Daily1989,image,Daily1989_Original,Daily1989_DigSur_2.png,objects/Daily1989/Daily1989_DigSur_2.png
Daily1989_img3,Daily1989,image,Daily1989_Original,Daily1989_DigSur_3.png,objects/Daily1989/Daily1989_DigSur_3.png
Daily1989_img4,Daily1989,image,Daily1989_Original,Daily1989_DigSur_4.png,objects/Daily1989/Daily1989_DigSur_4.png
Daily1989_img5,Daily1989,image,Daily1989_Original,Daily1989_DigSur_5.png,objects/Daily1989/Daily1989_DigSur_5.png
Daily1989_img6,Daily1989,image,Daily1989_Original,Daily1989_DigSur_6.png,objects/Daily1989/Daily1989_DigSur_6.png
Daily1989_img7,Daily1989,image,Daily1989_Original,Daily1989_DigSur_7.png,objects/Daily1989/Daily1989_DigSur_7.png
DailyAltaCalifornia1853_Original,DailyAltaCalifornia1853,compound_object,,DailyAltaCalifornia1853_DigSur_1.png,objects/DailyAltaCalifornia1853/DailyAltaCalifornia1853_DigSur_1.png
DailyAltaCalifornia1853_img1,DailyAltaCalifornia1853,image,DailyAltaCalifornia1853_Original,DailyAltaCalifornia1853_DigSur_1.png,objects/DailyAltaCalifornia1853/DailyAltaCalifornia1853_DigSur_1.png
DailyAltaCalifornia1853_img2,DailyAltaCalifornia1853,image,DailyAltaCalifornia1853_Original,DailyAltaCalifornia1853_DigSur_2.png,objects/DailyAltaCalifornia1853/DailyAltaCalifornia1853_DigSur_2.png
DailyAltaCalifornia1853_img3,DailyAltaCalifornia1853,image,DailyAltaCalifornia1853_Original,DailyAltaCalifornia1853_DigSur_3.png,objects/DailyAltaCalifornia1853/DailyAltaCalifornia1853_DigSur_3.png
DailyAltaCalifornia1853_img4,DailyAltaCalifornia1853,image,DailyAltaCalifornia1853_Original,DailyAltaCalifornia1853_DigSur_4.png,objects/DailyAltaCalifornia1853/DailyAltaCalifornia1853_DigSur_4.png
DailyDemocraticStateJournal1853_Original,DailyDemocraticStateJournal1853,compound_object,,DailyDemocraticStateJournal1853_DigSur_1.png,objects/DailyDemocraticStateJournal1853/DailyDemocraticStateJournal1853_DigSur_1.png
DailyDemocraticStateJournal1853_img1,DailyDemocraticStateJournal1853,image,DailyDemocraticStateJournal1853_Original,DailyDemocraticStateJournal1853_DigSur_1.png,objects/DailyDemocraticStateJournal1853/DailyDemocraticStateJournal1853_DigSur_1.png
DailyDemocraticStateJournal1853_img2,DailyDemocraticStateJournal1853,image,DailyDemocraticStateJournal1853_Original,DailyDemocraticStateJournal1853_DigSur_2.png,objects/DailyDemocraticStateJournal1853/DailyDemocraticStateJournal1853_DigSur_2.png
DailyDemocraticStateJournal1853_img3,DailyDemocraticStateJournal1853,image,DailyDemocraticStateJournal1853_Original,DailyDemocraticStateJournal1853_DigSur_3.png,objects/DailyDemocraticStateJournal1853/DailyDemocraticStateJournal1853_DigSur_3.png
DailyEveningHerald1853_Original,DailyEveningHerald1853,compound_object,,DailyEveningHerald1853_DigSur_1.png,objects/DailyEveningHerald1853/DailyEveningHerald1853_DigSur_1.png
DailyEveningHerald1853_img1,DailyEveningHerald1853,image,DailyEveningHerald1853_Original,DailyEveningHerald1853_DigSur_1.png,objects/DailyEveningHerald1853/DailyEveningHerald1853_DigSur_1.png
DailyEveningHerald1853_img2,DailyEveningHerald1853,image,DailyEveningHerald1853_Original,DailyEveningHerald1853_DigSur_2.png,objects/DailyEveningHerald1853/DailyEveningHerald1853_DigSur_2.png
DailyEveningHerald1853_img3,DailyEveningHerald1853,image,DailyEveningHerald1853_Original,DailyEveningHerald1853_DigSur_3.png,objects/DailyEveningHerald1853/DailyEveningHerald1853_DigSur_3.png
DailyIndependent1883_Original,DailyIndependent1883,compound_object,,DailyIndependent1883_DigSur_1.png,objects/DailyIndependent1883/DailyIndependent1883_DigSur_1.png
DailyIndependent1883_img1,DailyIndependent1883,image,DailyIndependent1883_Original,DailyIndependent1883_DigSur_1.png,objects/DailyIndependent1883/DailyIndependent1883_DigSur_1.png
DailyIndependent1883_img2,DailyIndependent1883,image,DailyIndependent1883_Original,DailyIndependent1883_DigSur_2.png,objects/DailyIndependent1883/DailyIndependent1883_DigSur_2.png
DailyIndependent1883_img3,DailyIndependent1883,image,DailyIndependent1883_Original,DailyIndependent1883_DigSur_3.png,objects/DailyIndependent1883/DailyIndependent1883_DigSur_3.png
DailyIndependent1883_img4,DailyIndependent1883,image,DailyIndependent1883_Original,DailyIndependent1883_DigSur_4.png,objects/DailyIndependent1883/DailyIndependent1883_DigSur_4.png
DailyIndependent1883_img5,DailyIndependent1883,image,DailyIndependent1883_Original,DailyIndependent1883_DigSur_5.png,objects/DailyIndependent1883/DailyIndependent1883_DigSur_5.png
DailyIndependent1883_img6,DailyIndependent1883,image,DailyIndependent1883_Original,DailyIndependent1883_DigSur_6.png,objects/DailyIndependent1883/DailyIndependent1883_DigSur_6.png
DailyIndependent1892_Original,DailyIndependent1892,compound_object,,DailyIndependent1892_DigSur_1.png,objects/DailyIndependent1892/DailyIndependent1892_DigSur_1.png
DailyIndependent1892_img1,DailyIndependent1892,image,DailyIndependent1892_Original,DailyIndependent1892_DigSur_1.png,objects/DailyIndependent1892/DailyIndependent1892_DigSur_1.png
DailyIndependent1892_img2,DailyIndependent1892,image,DailyIndependent1892_Original,DailyIndependent1892_DigSur_2.png,objects/DailyIndependent1892/DailyIndependent1892_DigSur_2.png
DailyIndependent1892_img3,DailyIndependent1892,image,DailyIndependent1892_Original,DailyIndependent1892_DigSur_3.png,objects/DailyIndependent1892/DailyIndependent1892_DigSur_3.png
DailyIndependent1892_img4,DailyIndependent1892,image,DailyIndependent1892_Original,DailyIndependent1892_DigSur_4.png,objects/DailyIndependent1892/DailyIndependent1892_DigSur_4.png
DailyIndependent1892_img5,DailyIndependent1892,image,DailyIndependent1892_Original,DailyIndependent1892_DigSur_5.png,objects/DailyIndependent1892/DailyIndependent1892_DigSur_5.png
DailyIndependent1892_img6,DailyIndependent1892,image,DailyIndependent1892_Original,DailyIndependent1892_DigSur_6.png,objects/DailyIndependent1892/DailyIndependent1892_DigSur_6.png
DailyIndependent1892_img7,DailyIndependent1892,image,DailyIndependent1892_Original,DailyIndependent1892_DigSur_7.png,objects/DailyIndependent1892/DailyIndependent1892_DigSur_7.png
DailyNews1853_Original,DailyNews1853,compound_object,,DailyNews1853_DigSur_1.png,objects/DailyNews1853/DailyNews1853_DigSur_1.png
DailyNews1853_img1,DailyNews1853,image,DailyNews1853_Original,DailyNews1853_DigSur_1.png,objects/DailyNews1853/DailyNews1853_DigSur_1.png
DailyNews1853_img2,DailyNews1853,image,DailyNews1853_Original,DailyNews1853_DigSur_2.png,objects/DailyNews1853/DailyNews1853_DigSur_2.png
DailyNewsAndIndependent1916_Original,DailyNewsAndIndependent1916,compound_object,,DailyNewsAndIndependent1916_DigSur_1.png,objects/DailyNewsAndIndependent1916/DailyNewsAndIndependent1916_DigSur_1.png
DailyNewsAndIndependent1916_img1,DailyNewsAndIndependent1916,image,DailyNewsAndIndependent1916_Original,DailyNewsAndIndependent1916_DigSur_1.png,objects/DailyNewsAndIndependent1916/DailyNewsAndIndependent1916_DigSur_1.png
DailyNewsAndIndependent1916_img2,DailyNewsAndIndependent1916,image,DailyNewsAndIndependent1916_Original,DailyNewsAndIndependent1916_DigSur_2.png,objects/DailyNewsAndIndependent1916/DailyNewsAndIndependent1916_DigSur_2.png
DailyNewsAndIndependent1916_img3,DailyNewsAndIndependent1916,image,DailyNewsAndIndependent1916_Original,DailyNewsAndIndependent1916_DigSur_3.png,objects/DailyNewsAndIndependent1916/DailyNewsAndIndependent1916_DigSur_3.png
DailyPeople1906_Original,DailyPeople1906,compound_object,,DailyPeople1906_DigSur_1.png,objects/DailyPeople1906/DailyPeople1906_DigSur_1.png
DailyPeople1906_img1,DailyPeople1906,image,DailyPeople1906_Original,DailyPeople1906_DigSur_1.png,objects/DailyPeople1906/DailyPeople1906_DigSur_1.png
DailyPeople1906_img2,DailyPeople1906,image,DailyPeople1906_Original,DailyPeople1906_DigSur_2.png,objects/DailyPeople1906/DailyPeople1906_DigSur_2.png
DailyPeople1906_img3,DailyPeople1906,image,DailyPeople1906_Original,DailyPeople1906_DigSur_3.png,objects/DailyPeople1906/DailyPeople1906_DigSur_3.png
DailyPlacerTimesAndTranscript1853_Original,DailyPlacerTimesAndTranscript1853,compound_object,,DailyPlacerTimesAndTranscript1853_DigSur_1.png,objects/DailyPlacerTimesAndTranscript1853/DailyPlacerTimesAndTranscript1853_DigSur_1.png
DailyPlacerTimesAndTranscript1853_img1,DailyPlacerTimesAndTranscript1853,image,DailyPlacerTimesAndTranscript1853_Original,DailyPlacerTimesAndTranscript1853_DigSur_1.png,objects/DailyPlacerTimesAndTranscript1853/DailyPlacerTimesAndTranscript1853_DigSur_1.png
DailyPlacerTimesAndTranscript1853_img2,DailyPlacerTimesAndTranscript1853,image,DailyPlacerTimesAndTranscript1853_Original,DailyPlacerTimesAndTranscript1853_DigSur_2.png,objects/DailyPlacerTimesAndTranscript1853/DailyPlacerTimesAndTranscript1853_DigSur_2.png
DailyPlacerTimesAndTranscript1853_img3,DailyPlacerTimesAndTranscript1853,image,DailyPlacerTimesAndTranscript1853_Original,DailyPlacerTimesAndTranscript1853_DigSur_3.png,objects/DailyPlacerTimesAndTranscript1853/DailyPlacerTimesAndTranscript1853_DigSur_3.png
DailyPlacerTimesAndTranscript1853_img4,DailyPlacerTimesAndTranscript1853,image,DailyPlacerTimesAndTranscript1853_Original,DailyPlacerTimesAndTranscript1853_DigSur_4.png,objects/DailyPlacerTimesAndTranscript1853/DailyPlacerTimesAndTranscript1853_DigSur_4.png
Dall1874_Original,Dall1874,compound_object,,Dall1874_DigSur_1.png,objects/Dall1874/Dall1874_DigSur_1.png
Dall1874_img1,Dall1874,image,Dall1874_Original,Dall1874_DigSur_1.png,objects/Dall1874/Dall1874_DigSur_1.png
Dall1874_img2,Dall1874,image,Dall1874_Original,Dall1874_DigSur_2.png,objects/Dall1874/Dall1874_DigSur_2.png
Dall1874_img3,Dall1874,image,Dall1874_Original,Dall1874_DigSur_3.png,objects/Dall1874/Dall1874_DigSur_3.png
Dall1874_img4,Dall1874,image,Dall1874_Original,Dall1874_DigSur_4.png,objects/Dall1874/Dall1874_DigSur_4.png
Dall1874_img5,Dall1874,image,Dall1874_Original,Dall1874_DigSur_5.png,objects/Dall1874/Dall1874_DigSur_5.png
Dall1874_img6,Dall1874,image,Dall1874_Original,Dall1874_DigSur_6.png,objects/Dall1874/Dall1874_DigSur_6.png
DavenportMorningTribune1889_Original,DavenportMorningTribune1889,compound_object,,DavenportMorningTribune1889_DigSur_1.png,objects/DavenportMorningTribune1889/DavenportMorningTribune1889_DigSur_1.png
DavenportMorningTribune1889_img1,DavenportMorningTribune1889,image,DavenportMorningTribune1889_Original,DavenportMorningTribune1889_DigSur_1.png,objects/DavenportMorningTribune1889/DavenportMorningTribune1889_DigSur_1.png
DavenportMorningTribune1889_img2,DavenportMorningTribune1889,image,DavenportMorningTribune1889_Original,DavenportMorningTribune1889_DigSur_2.png,objects/DavenportMorningTribune1889/DavenportMorningTribune1889_DigSur_2.png
DavenportMorningTribune1889_img3,DavenportMorningTribune1889,image,DavenportMorningTribune1889_Original,DavenportMorningTribune1889_DigSur_3.png,objects/DavenportMorningTribune1889/DavenportMorningTribune1889_DigSur_3.png
DavenportMorningTribune1889_img4,DavenportMorningTribune1889,image,DavenportMorningTribune1889_Original,DavenportMorningTribune1889_DigSur_4.png,objects/DavenportMorningTribune1889/DavenportMorningTribune1889_DigSur_4.png
DavenportMorningTribune1889_img5,DavenportMorningTribune1889,image,DavenportMorningTribune1889_Original,DavenportMorningTribune1889_DigSur_5.png,objects/DavenportMorningTribune1889/DavenportMorningTribune1889_DigSur_5.png
DavenportMorningTribune1889_img6,DavenportMorningTribune1889,image,DavenportMorningTribune1889_Original,DavenportMorningTribune1889_DigSur_6.png,objects/DavenportMorningTribune1889/DavenportMorningTribune1889_DigSur_6.png
DavenportMorningTribune1889_img7,DavenportMorningTribune1889,image,DavenportMorningTribune1889_Original,DavenportMorningTribune1889_DigSur_7.png,objects/DavenportMorningTribune1889/DavenportMorningTribune1889_DigSur_7.png
Davidson1943_TB_Original,Davidson1943_TB,compound_object,,Davidson1943_TB_DigSur_1.png,objects/Davidson1943_TB/Davidson1943_TB_DigSur_1.png
Davidson1943_TB_img1,Davidson1943_TB,image,Davidson1943_TB_Original,Davidson1943_TB_DigSur_1.png,objects/Davidson1943_TB/Davidson1943_TB_DigSur_1.png
Davidson1943_TB_img2,Davidson1943_TB,image,Davidson1943_TB_Original,Davidson1943_TB_DigSur_2.png,objects/Davidson1943_TB/Davidson1943_TB_DigSur_2.png
Davidson1943_TB_img3,Davidson1943_TB,image,Davidson1943_TB_Original,Davidson1943_TB_DigSur_3.png,objects/Davidson1943_TB/Davidson1943_TB_DigSur_3.png
Davidson1943_TB_img4,Davidson1943_TB,image,Davidson1943_TB_Original,Davidson1943_TB_DigSur_4.png,objects/Davidson1943_TB/Davidson1943_TB_DigSur_4.png
Davidson1943_TB_img5,Davidson1943_TB,image,Davidson1943_TB_Original,Davidson1943_TB_DigSur_5.png,objects/Davidson1943_TB/Davidson1943_TB_DigSur_5.png
Davidson1943_TB_img6,Davidson1943_TB,image,Davidson1943_TB_Original,Davidson1943_TB_DigSur_6.png,objects/Davidson1943_TB/Davidson1943_TB_DigSur_6.png
Davidson1943_TGDN_Original,Davidson1943_TGDN,compound_object,,Davidson1943_TGDN_DigSur_1.png,objects/Davidson1943_TGDN/Davidson1943_TGDN_DigSur_1.png
Davidson1943_TGDN_img1,Davidson1943_TGDN,image,Davidson1943_TGDN_Original,Davidson1943_TGDN_DigSur_1.png,objects/Davidson1943_TGDN/Davidson1943_TGDN_DigSur_1.png
Davidson1943_TGDN_img2,Davidson1943_TGDN,image,Davidson1943_TGDN_Original,Davidson1943_TGDN_DigSur_2.png,objects/Davidson1943_TGDN/Davidson1943_TGDN_DigSur_2.png
Davidson1943_TGDN_img3,Davidson1943_TGDN,image,Davidson1943_TGDN_Original,Davidson1943_TGDN_DigSur_3.png,objects/Davidson1943_TGDN/Davidson1943_TGDN_DigSur_3.png
Davidson1943_TGDN_img4,Davidson1943_TGDN,image,Davidson1943_TGDN_Original,Davidson1943_TGDN_DigSur_4.png,objects/Davidson1943_TGDN/Davidson1943_TGDN_DigSur_4.png
Davidson1943_TGDN_img5,Davidson1943_TGDN,image,Davidson1943_TGDN_Original,Davidson1943_TGDN_DigSur_5.png,objects/Davidson1943_TGDN/Davidson1943_TGDN_DigSur_5.png
Davidson1943_TGDN_img6,Davidson1943_TGDN,image,Davidson1943_TGDN_Original,Davidson1943_TGDN_DigSur_6.png,objects/Davidson1943_TGDN/Davidson1943_TGDN_DigSur_6.png
Dawson1901_Original,Dawson1901,compound_object,,Dawson1901_DigSur_1.png,objects/Dawson1901/Dawson1901_DigSur_1.png
Dawson1901_img1,Dawson1901,image,Dawson1901_Original,Dawson1901_DigSur_1.png,objects/Dawson1901/Dawson1901_DigSur_1.png
Dawson1901_img2,Dawson1901,image,Dawson1901_Original,Dawson1901_DigSur_2.png,objects/Dawson1901/Dawson1901_DigSur_2.png
Dawson1901_img3,Dawson1901,image,Dawson1901_Original,Dawson1901_DigSur_3.png,objects/Dawson1901/Dawson1901_DigSur_3.png
Dawson1901_img4,Dawson1901,image,Dawson1901_Original,Dawson1901_DigSur_4.png,objects/Dawson1901/Dawson1901_DigSur_4.png
Dawson1901_img5,Dawson1901,image,Dawson1901_Original,Dawson1901_DigSur_5.png,objects/Dawson1901/Dawson1901_DigSur_5.png
Dawson1901_img6,Dawson1901,image,Dawson1901_Original,Dawson1901_DigSur_6.png,objects/Dawson1901/Dawson1901_DigSur_6.png
Dawson1901_img7,Dawson1901,image,Dawson1901_Original,Dawson1901_DigSur_7.png,objects/Dawson1901/Dawson1901_DigSur_7.png
Dawson1901_img8,Dawson1901,image,Dawson1901_Original,Dawson1901_DigSur_8.png,objects/Dawson1901/Dawson1901_DigSur_8.png
Dawson1901_img9,Dawson1901,image,Dawson1901_Original,Dawson1901_DigSur_9.png,objects/Dawson1901/Dawson1901_DigSur_9.png
DecaturDailyReview1879_Original,DecaturDailyReview1879,compound_object,,DecaturDailyReview1879_DigSur_1.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_1.png
DecaturDailyReview1879_img1,DecaturDailyReview1879,image,DecaturDailyReview1879_Original,DecaturDailyReview1879_DigSur_1.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_1.png
DecaturDailyReview1879_img2,DecaturDailyReview1879,image,DecaturDailyReview1879_Original,DecaturDailyReview1879_DigSur_2.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_2.png
DecaturDailyReview1879_img3,DecaturDailyReview1879,image,DecaturDailyReview1879_Original,DecaturDailyReview1879_DigSur_3.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_3.png
DecaturDailyReview1879_img4,DecaturDailyReview1879,image,DecaturDailyReview1879_Original,DecaturDailyReview1879_DigSur_4.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_4.png
DecaturDailyReview1879_img5,DecaturDailyReview1879,image,DecaturDailyReview1879_Original,DecaturDailyReview1879_DigSur_5.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_5.png
DecaturDailyReview1879_img6,DecaturDailyReview1879,image,DecaturDailyReview1879_Original,DecaturDailyReview1879_DigSur_6.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_6.png
DecaturDailyReview1879_img7,DecaturDailyReview1879,image,DecaturDailyReview1879_Original,DecaturDailyReview1879_DigSur_7.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_7.png
DecaturDailyReview1879_img8,DecaturDailyReview1879,image,DecaturDailyReview1879_Original,DecaturDailyReview1879_DigSur_8.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_8.png
DecaturDailyReview1879_img9,DecaturDailyReview1879,image,DecaturDailyReview1879_Original,DecaturDailyReview1879_DigSur_9.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_9.png
DecaturDailyReview1879_img10,DecaturDailyReview1879,image,DecaturDailyReview1879_Original,DecaturDailyReview1879_DigSur_10.png,objects/DecaturDailyReview1879/DecaturDailyReview1879_DigSur_10.png
DemocratAndChronicle1892_Original,DemocratAndChronicle1892,compound_object,,DemocratAndChronicle1892_DigSur_1.png,objects/DemocratAndChronicle1892/DemocratAndChronicle1892_DigSur_1.png
DemocratAndChronicle1892_img1,DemocratAndChronicle1892,image,DemocratAndChronicle1892_Original,DemocratAndChronicle1892_DigSur_1.png,objects/DemocratAndChronicle1892/DemocratAndChronicle1892_DigSur_1.png
DemocratAndChronicle1892_img2,DemocratAndChronicle1892,image,DemocratAndChronicle1892_Original,DemocratAndChronicle1892_DigSur_2.png,objects/DemocratAndChronicle1892/DemocratAndChronicle1892_DigSur_2.png
DemocratAndChronicle1892_img3,DemocratAndChronicle1892,image,DemocratAndChronicle1892_Original,DemocratAndChronicle1892_DigSur_3.png,objects/DemocratAndChronicle1892/DemocratAndChronicle1892_DigSur_3.png
DemocratAndChronicle1892_img4,DemocratAndChronicle1892,image,DemocratAndChronicle1892_Original,DemocratAndChronicle1892_DigSur_4.png,objects/DemocratAndChronicle1892/DemocratAndChronicle1892_DigSur_4.png
DemocratAndChronicle1892_img5,DemocratAndChronicle1892,image,DemocratAndChronicle1892_Original,DemocratAndChronicle1892_DigSur_5.png,objects/DemocratAndChronicle1892/DemocratAndChronicle1892_DigSur_5.png
DemocratAndChronicle1894_Original,DemocratAndChronicle1894,compound_object,,DemocratAndChronicle1894_DigSur_1.png,objects/DemocratAndChronicle1894/DemocratAndChronicle1894_DigSur_1.png
DemocratAndChronicle1894_img1,DemocratAndChronicle1894,image,DemocratAndChronicle1894_Original,DemocratAndChronicle1894_DigSur_1.png,objects/DemocratAndChronicle1894/DemocratAndChronicle1894_DigSur_1.png
DemocratAndChronicle1894_img2,DemocratAndChronicle1894,image,DemocratAndChronicle1894_Original,DemocratAndChronicle1894_DigSur_2.png,objects/DemocratAndChronicle1894/DemocratAndChronicle1894_DigSur_2.png
DemocratAndChronicle1894_img3,DemocratAndChronicle1894,image,DemocratAndChronicle1894_Original,DemocratAndChronicle1894_DigSur_3.png,objects/DemocratAndChronicle1894/DemocratAndChronicle1894_DigSur_3.png
